ley,articulo,texto
1,Artículo 81,"DEL PATRIMONIO CULTURAL Se arbitrarán los medios necesarios para la conservación, el rescate y la restauración de los objetos, documentos y espacios de valor histórico, arqueológico, paleontológico, artístico o científico, así como de sus respectivos entornos físicos, que hacen parte del patrimonio cultural de la Nación. El Estado definirá y registrará aquellos que se encuentren en el país y, en su caso, gestionará la recuperación de los que se hallen en el extranjero. Los organismos competentes se encargarán de la salvaguarda y del rescate de las diversas expresiones de la cultura oral y de la memoria colectiva de la Nación, cooperando con los particulares que persigan el mismo objetivo. Quedan prohibidos el uso inapropiado y el empleo desnaturalizante de dichos bienes, su destrucción, su alteración dolosa, la remoción de sus lugares originarios y su enajenación con fines de exportación."
1,Artículo 82,DEL RECONOCIMIENTO A LA IGLESIA CATOLICA Se reconoce el protagonismo de la Iglesia Católica en la formación histórica y cultural de la Nación.
1,Artículo 83,"DE LA DIFUSION CULTURAL Y DE LA EXONERACION DE LOS IMPUESTOS Los objetos, las publicaciones y las actividades que posean valor significativo para la difusión cultural y para la educación, no se gravarán con impuestos fiscales ni municipales. La ley reglamentará estas exoneraciones y establecerá un régimen de estímulo para introducción e incorporación al país de los elementos necesarios para el ejercicio de las artes y de la investigación científica y tecnológica, así como para su difusión en el país y en el extranjero."
1,Artículo 84,"DE LA PROMOCION DE LOS DEPORTES El Estado promoverá los deportes, en especial los de carácter no profesional, que estimulen la educación física, brindando apoyo económico y exenciones impositivas a establecerse en la ley. Igualmente, estimulará la participación nacional en competencias internacionales."
1,Artículo 85,"DEL MINIMO PRESUPUESTARIO Los recursos destinados a la educación en el Presupuesto General de la Nación no serán inferiores al veinte por ciento del total asignado a la Administración Central, excluidos los préstamos y las donaciones. CAPITULO VIII DEL TRABAJO SECCION I DE LOS DERECHOS LABORALES"
1,Artículo 86,"DEL DERECHO AL TRABAJO Todos los habitantes de la República tienen derecho a un trabajo lícito, libremente escogido y a realizarse en condiciones dignas y justas. La ley protegerá el trabajo en todas sus formas y los derechos que ella otorga al trabajador son irrenunciables."
1,Artículo 87,"DEL PLENO EMPLEO El Estado promoverá políticas que tiendan al pleno empleo y a la formación profesional de recursos humanos, dando preferencia al trabajador nacional."
1,Artículo 88,"DE LA NO DISCRIMINACION No se admitirá discriminación alguna entre los trabajadores por motivos étnicos, de sexo, edad, religión, condición social y preferencias políticas o sindicales. El trabajo de las personas con limitaciones o incapacidades físicas o mentales será especialmente amparado."
1,Artículo 89,"DEL TRABAJO DE LAS MUJERES Los trabajadores de uno y otro sexo tienen los mismos derechos y obligaciones laborales, pero la maternidad será objeto de especial protección, que comprenderá los servicios asistenciales y los descansos correspondientes, los cuales no serán inferiores a doce semanas. La mujer no será despedida durante el embarazo, y tampoco mientras duren los descansos por maternidad. La ley establecerá el régimen de licencias por paternidad."
1,Artículo 90,"DEL TRABAJO DE LOS MENORES Se dará prioridad a los derechos del menor trabajador para garantizar su normal desarrollo físico, intelectual y moral."
1,Artículo 91,"DE LAS JORNADAS DE TRABAJO Y DE DESCANSO La duración máxima de la jornada ordinaria de trabajo no excederá de ocho horas diarias y cuarenta y ocho horas semanales, diurnas, salvo las legalmente establecidas por motivos especiales. La ley fijará jornadas más favorables para las tareas insalubres, peligrosas, penosas, nocturnas o las que se desarrollen en turnos continuos rotativos. Los descansos y las vacaciones anuales serán remunerados conforme con la ley."
1,Artículo 92,"DE LA RETRIBUCION DEL TRABAJO El trabajador tienen derechos a disfrutar de una remuneración que le asegure, a él y a su familia, una existencia libre y digna. La ley consagrará el salario vital mínimo, el aguinaldo anual, la bonificación familiar, el reconocimiento de un salario superior al básico por horas de trabajo insalubre o riesgoso, y las horas extraordinarias, nocturnas y en días feriados. Corresponde, básicamente, igual salario por igual trabajo."
1,Artículo 93,DE LOS BENEFICIOS ADICIONALES AL TRABAJADOR El Estado establecerá un régimen de estímulo a las empresas que incentiven con beneficios adicionales a sus trabajadores. Tales emolumentos serán independientes de los respectivos salarios y de otros beneficios legales.
1,Artículo 94,"DE LA ESTABILIDAD Y DE LA INDEMNIZACION El derecho a la estabilidad del trabajador queda garantizado dentro de los límites que la ley establezca, así como su derecho a la indemnización en caso de despido injustificado."
1,Artículo 95,"DE LA SEGURIDAD SOCIAL El sistema obligatorio e integral de seguridad social para el trabajador dependiente y su familia será establecido por la ley. Se promoverá su extensión a todos los sectores de la población. Los servicios del sistema de seguridad social podrán ser públicos, privados o mixtos, y en todos los casos estarán supervisados por el Estado. Los recursos financieros de los seguros sociales no serán desviados de sus fines específicos; estarán disponibles para este objetivo, sin perjuicio de las inversiones lucrativas que puedan acrecentar su patrimonio."
1,Artículo 96,"DE LA LIBERTAD SINDICAL Todos los trabajadores públicos y privados tienen derecho a organizarse en sindicatos sin necesidad de autorización previa. Quedan exceptuados de este derecho los miembros de las Fuerzas Armadas y de las Policiales. Los empleadores gozan de igual libertad de organización. Nadie puede ser obligado a pertenecer a un sindicato. Para el reconocimiento de un sindicato, bastará con la inscripción del mismo en el órgano administrativo competente. En la elección de las autoridades y en el funcionamiento de los sindicatos se observarán las prácticas democráticas establecidas en la ley, la cual garantizará también la estabilidad del dirigente sindical."
1,Artículo 97,DE LOS CONVENIOS COLECTIVOS Los sindicatos tienen el derechos a promover acciones colectivas y a concertar convenios sobre las condiciones de trabajo. El Estado favorecerá las soluciones conciliatorias de los conflictos de trabajo y la concertación social. El arbitraje será optativo.
1,Artículo 98,"DEL DERECHO DE HUELGA Y DE PARO Todos los trabajadores de los sectores públicos y privados tienen el derecho a recurrir a la huelga en caso de conflicto de intereses. Los empleadores gozan del derecho de paro en las mismas condiciones. Los derechos de huelga y de paro no alcanzan a los miembros de las Fuerzas Armadas de la Nación, ni a los de las policiales. La ley regulará el ejercicio de estos derechos, de tal manera que no afecten servicios públicos imprescindibles para la comunidad."
1,Artículo 99,"DEL CUMPLIMIENTO DE LAS NORMAS LABORALES El cumplimiento de las normas laborales y el de las de seguridad e higiene en el trabajo quedarán sujetos a la fiscalización de las autoridades creadas por la ley, la cual establecerá las sanciones en caso de su violación."
1,Artículo 100,"DEL DERECHO A LA VIVIENDA Todos los habitantes de la República tienen derecho a una vivienda digna. El Estado establecerá las condiciones para hacer efectivo este derecho, y promoverá planes de vivienda de interés social, especialmente las destinadas a familias de escasos recursos, mediante sistemas de financiamiento adecuados. SECCION II DE LA FUNCION PUBLICA"
1,Artículo 101,"DE LOS FUNCIONARIOS Y DE LOS EMPLEADOS PUBLICOS Los funcionarios y los empleados públicos están al servicio del país. Todos los paraguayos tienen el derecho a ocupar funciones y empleos públicos. La ley reglamentará las distintas carreras en las cuales dichos funcionarios y empleados presten servicios, las que, sin perjuicio de otras, son la judicial, la docente, la diplomática y consular, la de investigación científica y tecnológica, la de servicio civil, la militar y la policial."
1,Artículo 102,"DE LOS DERECHOS LABORALES DE LOS FUNCIONARIOS Y DE LOS EMPLEADOS PUBLICOS Los funcionarios y los empleados públicos gozan de los derechos establecidos en esta Constitución en la sección de derechos laborales, en un régimen uniforme para las distintas carreras dentro de los límites establecidos por la ley y con resguardo de los derechos adquiridos."
1,Artículo 103,"DEL REGIMEN DE JUBILACIONES Dentro del sistema nacional de seguridad social, la ley regulará el régimen de jubilaciones de los funcionarios y los empleados públicos, atendiendo a que los organismos autárquicos creados con ese propósito acuerden a los aportantes y jubilados la administración de dichos entes bajo control estatal. Participarán del mismo régimen todos los que, bajo cualquier título, presten servicios al Estado. La ley garantizará la actualización de los haberes jubilatorios en igualdad de tratamiento dispensado al funcionario público en actividad."
1,Artículo 104,"DE LA DECLARACION OBLIGATORIA DE BIENES Y RENTAS Los funcionarios y los empleados públicos, incluyendo a los de elección popular, los de entidades estatales, binacionales, autárquicas, descentralizadas y, en general, quienes perciban remuneraciones permanentes del Estado, estarán obligados a prestar declaración jurada de bienes y rentas dentro de los quince días de haber tomado posesión de su cargo, y en igual término al cesar en el mismo."
1,Artículo 105,"DE LA PROHIBICION DE DOBLE REMUNERACION Ninguna persona podrá percibir como funcionario o empleado público, más de un sueldo o remuneración simultáneamente, con excepción de los que provengan del ejercicio de la docencia."
1,Artículo 106,"DE LA RESPONSABILIDAD DEL FUNCIONARIO Y DEL EMPLEADO PUBLICO Ningún funcionario o empleado público está exento de responsabilidad. En los casos de transgresiones, delitos o faltas que cometiesen en el desempeño de sus funciones, son personalmente responsables, sin perjuicio de la responsabilidad subsidiaria del Estado, con derecho de éste a repetir el pago de lo que llegase a abonar en tal concepto. CAPITULO IX DE LOS DERECHOS ECONOMICOS Y DE LA REFORMA AGRARIA SECCION I DE LOS DERECHOS ECONOMICOS"
